Age,Gender,Tenure_Months,Monthly_Charges,Contract_Type,Internet_Service,Tech_Support,Payment_Method,Churn
62,Female,67,74.5,One Year,DSL,No,Electronic Check,No
67,Male,58,98.6,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
35,Male,55,103.42,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
18,Female,61,84.37,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
18,Female,61,93.73,Month-to-Month,DSL,No,Mailed Check,Yes
27,Female,27,31.59,One Year,Fiber Optic,No,Credit Card,No
27,Female,35,42.24,Month-to-Month,No,No,Credit Card,No
45,Female,16,43.78,One Year,Fiber Optic,No,Electronic Check,Yes
26,Male,48,28.28,Month-to-Month,DSL,No,Bank Transfer,No
48,Female,54,79.64,Two Year,DSL,No,Electronic Check,No
26,Male,27,42.29,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
20,Female,11,56.64,One Year,No,No,Electronic Check,No
19,Male,45,59.13,One Year,No,No,Credit Card,No
67,Female,3,23.66,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
21,Male,30,37.58,One Year,No,No,Credit Card,No
45,Female,10,83.49,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
51,Male,17,19.63,Month-to-Month,Fiber Optic,No,Credit Card,Yes
71,Female,17,77.15,Two Year,DSL,No,Mailed Check,No
20,Male,54,118.37,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
41,Female,40,88.68,Month-to-Month,Fiber Optic,No,Credit Card,Yes
64,Male,41,91.32,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
21,Male,64,70.68,One Year,Fiber Optic,No,Mailed Check,Yes
65,Male,31,24.07,Month-to-Month,DSL,Yes,Credit Card,No
19,Male,61,13.58,Two Year,Fiber Optic,No,Bank Transfer,Yes
25,Male,37,38.3,One Year,Fiber Optic,No,Electronic Check,Yes
24,Male,2,15.21,Month-to-Month,Fiber Optic,No,Credit Card,Yes
73,Female,34,73.54,Month-to-Month,DSL,No,Mailed Check,No
23,Female,36,101.81,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
55,Female,21,63.3,Month-to-Month,No,Yes,Bank Transfer,No
43,Male,46,108.86,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
66,Male,4,37.32,Month-to-Month,DSL,No,Electronic Check,Yes
59,Male,44,50.06,Month-to-Month,DSL,No,Mailed Check,No
55,Female,57,114.86,Month-to-Month,No,No,Bank Transfer,No
37,Female,16,21.04,Two Year,DSL,Yes,Bank Transfer,No
18,Female,24,30.05,Two Year,Fiber Optic,No,Credit Card,Yes
51,Female,61,26.37,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
22,Male,20,96.81,Month-to-Month,Fiber Optic,No,Credit Card,Yes
71,Female,22,118.03,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
20,Female,16,41.82,Two Year,No,Yes,Bank Transfer,No
47,Male,68,59.09,Month-to-Month,DSL,No,Electronic Check,Yes
21,Female,19,56.02,Two Year,DSL,Yes,Mailed Check,No
23,Male,7,89.83,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
35,Female,10,67.05,Month-to-Month,DSL,No,Electronic Check,Yes
74,Male,52,38.4,One Year,No,No,Bank Transfer,No
21,Male,11,117.83,One Year,No,No,Electronic Check,No
68,Female,14,83.89,One Year,DSL,No,Mailed Check,Yes
67,Male,48,87.72,Month-to-Month,DSL,Yes,Electronic Check,Yes
20,Male,57,48.1,One Year,DSL,No,Bank Transfer,No
23,Female,61,97.53,One Year,DSL,No,Bank Transfer,No
26,Female,67,28.71,Month-to-Month,Fiber Optic,No,Credit Card,No
67,Female,34,45.59,Month-to-Month,DSL,No,Bank Transfer,No
24,Female,37,19.89,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
44,Male,63,12.71,Two Year,Fiber Optic,Yes,Mailed Check,Yes
72,Male,69,64.24,Month-to-Month,DSL,No,Mailed Check,No
30,Male,44,99.59,One Year,Fiber Optic,No,Mailed Check,No
43,Male,28,12.51,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
26,Female,50,69.13,Month-to-Month,DSL,Yes,Bank Transfer,Yes
25,Male,39,73.38,Month-to-Month,Fiber Optic,No,Credit Card,Yes
59,Female,29,45.29,One Year,Fiber Optic,No,Mailed Check,No
71,Male,47,23.93,One Year,Fiber Optic,No,Electronic Check,Yes
29,Female,23,98.68,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
28,Female,63,78.33,Two Year,Fiber Optic,Yes,Bank Transfer,No
23,Male,59,34.36,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
39,Female,64,15.32,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
19,Male,63,89.79,Month-to-Month,DSL,No,Electronic Check,No
36,Female,7,81.24,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
38,Female,65,57.46,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
54,Male,14,69.04,Month-to-Month,No,No,Bank Transfer,Yes
41,Male,41,27.35,Month-to-Month,No,No,Mailed Check,Yes
37,Male,59,113.37,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
36,Male,56,105.71,One Year,Fiber Optic,No,Credit Card,Yes
33,Male,63,56.6,One Year,No,No,Bank Transfer,No
48,Male,61,47.86,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
58,Female,55,36.53,One Year,DSL,No,Credit Card,No
67,Male,28,64.05,One Year,Fiber Optic,No,Mailed Check,No
37,Female,63,84.98,Month-to-Month,Fiber Optic,Yes,Electronic Check,No
61,Male,4,37.5,One Year,Fiber Optic,No,Credit Card,Yes
39,Female,49,39.07,Two Year,Fiber Optic,No,Bank Transfer,No
42,Male,53,86.47,One Year,Fiber Optic,Yes,Credit Card,No
47,Female,66,12.16,Month-to-Month,DSL,No,Credit Card,No
70,Male,31,100.44,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
67,Female,9,26.49,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
42,Female,17,61.55,Two Year,Fiber Optic,Yes,Credit Card,No
47,Female,10,70.82,One Year,DSL,No,Bank Transfer,Yes
25,Male,49,35.07,One Year,DSL,No,Credit Card,No
46,Female,60,114.29,One Year,Fiber Optic,Yes,Credit Card,No
28,Female,19,101.09,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
46,Male,30,74.31,Month-to-Month,DSL,Yes,Credit Card,Yes
41,Female,20,116.18,One Year,DSL,No,Bank Transfer,Yes
51,Female,45,45.08,Month-to-Month,DSL,No,Credit Card,Yes
32,Male,17,85.56,Month-to-Month,Fiber Optic,No,Credit Card,Yes
35,Male,46,115.62,Two Year,DSL,Yes,Mailed Check,No
21,Female,30,110.0,Month-to-Month,DSL,No,Bank Transfer,No
32,Male,50,32.41,One Year,Fiber Optic,No,Credit Card,Yes
44,Female,24,83.09,One Year,DSL,Yes,Electronic Check,No
63,Female,62,108.66,Month-to-Month,Fiber Optic,Yes,Mailed Check,No
65,Male,51,114.4,One Year,DSL,No,Credit Card,No
66,Female,9,94.2,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
70,Female,17,79.21,Month-to-Month,DSL,No,Electronic Check,No
69,Male,57,13.92,Month-to-Month,No,No,Credit Card,Yes
61,Male,47,52.81,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
18,Female,8,49.47,Month-to-Month,DSL,Yes,Bank Transfer,Yes
42,Female,13,82.32,One Year,DSL,No,Credit Card,Yes
52,Male,66,58.68,Month-to-Month,Fiber Optic,No,Credit Card,Yes
36,Male,7,86.76,One Year,DSL,No,Electronic Check,No
30,Male,51,23.81,One Year,DSL,No,Credit Card,No
59,Male,31,66.77,Two Year,DSL,No,Mailed Check,No
24,Male,39,114.42,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
49,Male,32,89.05,Two Year,DSL,No,Electronic Check,Yes
43,Male,25,110.41,Two Year,Fiber Optic,No,Credit Card,No
45,Female,66,104.51,One Year,Fiber Optic,No,Mailed Check,No
18,Female,2,75.38,One Year,Fiber Optic,No,Electronic Check,No
69,Male,3,87.59,Two Year,Fiber Optic,Yes,Electronic Check,No
62,Female,17,15.93,Month-to-Month,Fiber Optic,No,Credit Card,Yes
47,Male,37,94.73,Month-to-Month,DSL,No,Bank Transfer,Yes
40,Female,40,87.93,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
57,Male,11,15.0,Two Year,Fiber Optic,Yes,Mailed Check,No
62,Male,53,47.92,One Year,DSL,No,Credit Card,No
33,Male,60,107.53,Month-to-Month,DSL,No,Credit Card,No
41,Female,12,93.51,One Year,DSL,No,Bank Transfer,No
29,Female,29,88.31,One Year,DSL,No,Electronic Check,No
28,Female,21,39.4,Month-to-Month,No,No,Credit Card,Yes
71,Female,39,96.71,Month-to-Month,DSL,No,Mailed Check,Yes
44,Male,71,94.01,Month-to-Month,DSL,No,Electronic Check,Yes
65,Male,56,23.17,Two Year,Fiber Optic,No,Credit Card,No
65,Male,55,92.64,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
45,Female,48,47.5,Two Year,Fiber Optic,No,Bank Transfer,No
57,Female,54,18.25,One Year,Fiber Optic,No,Electronic Check,Yes
45,Male,53,40.51,Month-to-Month,Fiber Optic,Yes,Credit Card,No
40,Male,15,47.29,Month-to-Month,DSL,Yes,Mailed Check,No
24,Female,44,72.37,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
71,Male,25,28.29,One Year,DSL,No,Mailed Check,No
18,Female,66,53.48,One Year,DSL,No,Electronic Check,No
56,Male,32,26.45,Month-to-Month,DSL,No,Credit Card,No
41,Female,55,83.52,Month-to-Month,DSL,Yes,Mailed Check,Yes
29,Female,49,69.1,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
29,Female,18,76.63,Two Year,DSL,No,Bank Transfer,No
52,Male,4,111.81,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
68,Female,37,83.92,Month-to-Month,Fiber Optic,No,Credit Card,Yes
68,Male,60,81.16,Two Year,No,No,Credit Card,No
21,Male,40,70.65,Month-to-Month,DSL,No,Mailed Check,No
53,Female,18,91.43,One Year,Fiber Optic,Yes,Electronic Check,Yes
46,Female,38,68.0,Month-to-Month,Fiber Optic,No,Credit Card,Yes
48,Female,7,48.58,One Year,Fiber Optic,No,Credit Card,No
21,Female,61,24.16,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
36,Male,66,13.72,One Year,DSL,No,Credit Card,No
51,Female,62,81.35,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
71,Male,46,59.09,Two Year,Fiber Optic,Yes,Credit Card,No
67,Male,40,60.21,Month-to-Month,DSL,No,Mailed Check,Yes
39,Male,31,11.08,Two Year,DSL,No,Credit Card,No
64,Male,56,70.23,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
49,Female,66,76.13,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
63,Male,4,55.26,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
26,Male,42,57.6,One Year,DSL,No,Electronic Check,No
61,Male,11,16.49,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
54,Male,62,44.51,One Year,DSL,Yes,Electronic Check,No
38,Male,17,115.7,One Year,Fiber Optic,No,Electronic Check,Yes
47,Male,42,57.42,Month-to-Month,DSL,No,Mailed Check,No
47,Male,66,108.21,One Year,No,Yes,Mailed Check,No
31,Male,45,71.48,Month-to-Month,No,Yes,Electronic Check,Yes
65,Female,8,10.24,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
60,Male,6,86.29,Month-to-Month,DSL,No,Electronic Check,Yes
57,Male,45,63.75,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
31,Male,51,69.08,Month-to-Month,No,No,Mailed Check,Yes
62,Female,33,74.53,One Year,DSL,No,Mailed Check,No
74,Female,32,72.09,Two Year,Fiber Optic,No,Bank Transfer,Yes
49,Female,36,111.95,Month-to-Month,DSL,No,Credit Card,Yes
47,Male,2,53.63,Two Year,DSL,No,Credit Card,No
28,Female,59,97.73,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
40,Female,26,76.01,One Year,Fiber Optic,No,Mailed Check,No
51,Male,34,74.37,Two Year,Fiber Optic,No,Electronic Check,No
21,Female,57,114.13,Month-to-Month,DSL,No,Credit Card,Yes
36,Female,71,20.4,Month-to-Month,DSL,No,Mailed Check,Yes
50,Female,40,34.43,Month-to-Month,DSL,No,Electronic Check,Yes
55,Male,24,105.6,Month-to-Month,DSL,No,Mailed Check,Yes
24,Female,43,46.16,Month-to-Month,DSL,No,Credit Card,Yes
46,Female,52,118.79,One Year,Fiber Optic,No,Mailed Check,No
46,Female,50,44.31,Month-to-Month,Fiber Optic,Yes,Electronic Check,No
41,Male,29,56.24,Two Year,Fiber Optic,Yes,Bank Transfer,Yes
27,Female,4,59.7,Month-to-Month,Fiber Optic,No,Credit Card,Yes
37,Female,35,19.21,One Year,Fiber Optic,No,Electronic Check,No
60,Male,34,35.09,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
31,Female,15,67.68,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
38,Male,15,73.7,Month-to-Month,No,No,Bank Transfer,No
28,Female,43,114.23,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
21,Female,30,41.43,Month-to-Month,Fiber Optic,No,Credit Card,Yes
54,Male,64,54.78,Month-to-Month,DSL,Yes,Credit Card,No
60,Male,52,60.62,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
32,Female,43,96.14,One Year,DSL,No,Bank Transfer,No
52,Male,32,12.75,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
48,Female,4,71.58,Month-to-Month,Fiber Optic,Yes,Credit Card,No
20,Female,4,111.34,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
38,Male,24,36.88,Two Year,Fiber Optic,No,Credit Card,No
64,Female,43,74.94,Month-to-Month,DSL,Yes,Mailed Check,Yes
35,Male,56,77.99,One Year,Fiber Optic,No,Electronic Check,Yes
18,Male,33,58.55,One Year,Fiber Optic,No,Credit Card,No
21,Male,21,25.4,One Year,Fiber Optic,No,Credit Card,No
68,Male,27,12.65,Month-to-Month,No,Yes,Credit Card,No
67,Male,7,60.06,Month-to-Month,Fiber Optic,No,Credit Card,Yes
60,Male,35,110.05,One Year,DSL,Yes,Mailed Check,No
33,Male,62,44.02,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
74,Male,20,89.6,Two Year,DSL,No,Bank Transfer,Yes
50,Male,37,23.87,One Year,Fiber Optic,No,Credit Card,No
42,Female,63,40.84,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
35,Male,30,102.31,One Year,Fiber Optic,Yes,Mailed Check,No
60,Male,68,21.35,Two Year,Fiber Optic,Yes,Credit Card,No
37,Male,66,29.76,Month-to-Month,DSL,Yes,Mailed Check,Yes
65,Female,35,61.29,Month-to-Month,DSL,Yes,Electronic Check,Yes
45,Male,15,51.89,Month-to-Month,DSL,No,Credit Card,No
19,Male,59,34.96,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
66,Female,46,36.25,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
40,Female,10,98.85,Month-to-Month,DSL,Yes,Credit Card,No
36,Male,28,56.8,Two Year,DSL,Yes,Credit Card,No
43,Female,11,10.69,One Year,Fiber Optic,No,Credit Card,Yes
54,Male,37,86.88,Month-to-Month,DSL,Yes,Mailed Check,Yes
33,Male,61,102.86,One Year,DSL,No,Electronic Check,No
46,Male,61,108.53,One Year,Fiber Optic,No,Bank Transfer,No
29,Male,55,40.44,One Year,DSL,No,Mailed Check,No
20,Male,57,103.74,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
61,Female,4,44.46,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
39,Female,46,78.71,Month-to-Month,DSL,No,Bank Transfer,Yes
36,Female,42,106.04,Month-to-Month,DSL,No,Mailed Check,No
35,Male,59,25.24,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
53,Male,35,78.93,Two Year,DSL,No,Electronic Check,No
34,Female,35,45.57,Month-to-Month,No,No,Electronic Check,No
69,Male,53,18.73,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
37,Female,7,10.08,Month-to-Month,No,Yes,Bank Transfer,No
72,Male,69,23.05,One Year,DSL,Yes,Mailed Check,No
61,Female,35,64.19,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
60,Female,2,46.24,Month-to-Month,DSL,No,Mailed Check,No
55,Male,50,30.15,Two Year,DSL,Yes,Electronic Check,No
58,Female,12,50.58,One Year,Fiber Optic,No,Bank Transfer,Yes
64,Female,9,19.19,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
30,Female,68,97.39,One Year,DSL,Yes,Electronic Check,No
34,Male,35,96.68,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
61,Female,14,59.16,Month-to-Month,Fiber Optic,No,Credit Card,Yes
25,Male,66,97.11,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
53,Male,8,83.6,Two Year,DSL,No,Mailed Check,No
74,Female,67,99.22,One Year,Fiber Optic,No,Bank Transfer,Yes
21,Male,22,48.92,Month-to-Month,Fiber Optic,Yes,Bank Transfer,No
63,Female,32,57.77,One Year,Fiber Optic,Yes,Electronic Check,No
45,Male,10,80.43,One Year,Fiber Optic,No,Credit Card,Yes
29,Female,20,82.91,One Year,Fiber Optic,No,Mailed Check,Yes
64,Female,34,56.44,Month-to-Month,Fiber Optic,No,Credit Card,Yes
47,Female,21,68.98,One Year,Fiber Optic,Yes,Electronic Check,No
46,Female,29,75.97,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
70,Female,9,31.21,One Year,Fiber Optic,No,Electronic Check,Yes
31,Male,66,99.76,Month-to-Month,DSL,Yes,Credit Card,No
57,Female,24,35.88,Month-to-Month,Fiber Optic,No,Credit Card,No
66,Male,12,43.98,Two Year,Fiber Optic,No,Credit Card,Yes
26,Female,23,76.25,Month-to-Month,Fiber Optic,No,Credit Card,Yes
71,Female,32,113.02,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
56,Female,40,101.29,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
74,Male,67,117.3,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
19,Male,40,91.96,One Year,Fiber Optic,Yes,Electronic Check,No
44,Male,69,111.64,Month-to-Month,DSL,No,Mailed Check,Yes
20,Female,64,65.83,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
55,Male,22,91.2,One Year,DSL,No,Bank Transfer,No
22,Female,57,58.69,Month-to-Month,DSL,No,Bank Transfer,Yes
26,Male,38,20.12,One Year,DSL,No,Electronic Check,No
41,Male,13,62.42,Month-to-Month,Fiber Optic,Yes,Bank Transfer,No
39,Female,20,76.39,Month-to-Month,DSL,No,Bank Transfer,No
59,Female,59,92.07,Month-to-Month,DSL,No,Bank Transfer,No
63,Male,52,93.7,Month-to-Month,DSL,Yes,Electronic Check,Yes
52,Male,71,90.04,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
69,Female,5,26.47,Two Year,DSL,No,Electronic Check,No
71,Male,46,86.27,One Year,Fiber Optic,No,Bank Transfer,Yes
18,Female,30,116.35,Two Year,Fiber Optic,No,Mailed Check,Yes
19,Female,70,116.65,Month-to-Month,DSL,No,Electronic Check,Yes
56,Female,16,79.55,Month-to-Month,No,No,Bank Transfer,Yes
18,Male,18,26.58,Two Year,Fiber Optic,No,Credit Card,No
74,Male,42,15.93,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
29,Female,7,107.74,One Year,No,No,Credit Card,No
28,Female,2,37.22,Month-to-Month,DSL,Yes,Bank Transfer,No
73,Female,63,86.05,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
45,Male,5,81.82,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
38,Female,6,116.83,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
73,Female,19,23.53,Month-to-Month,Fiber Optic,No,Mailed Check,No
55,Male,61,49.97,Two Year,DSL,No,Bank Transfer,No
29,Male,70,41.75,One Year,Fiber Optic,No,Electronic Check,Yes
22,Male,38,29.24,One Year,No,Yes,Mailed Check,No
55,Female,14,34.24,Month-to-Month,DSL,No,Mailed Check,Yes
66,Female,43,71.2,Two Year,Fiber Optic,No,Mailed Check,Yes
63,Female,17,28.25,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
33,Male,37,51.4,Two Year,Fiber Optic,Yes,Bank Transfer,No
25,Female,54,19.43,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
51,Female,58,82.74,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
50,Female,14,38.72,Month-to-Month,No,Yes,Mailed Check,Yes
50,Female,3,83.94,One Year,Fiber Optic,No,Electronic Check,Yes
20,Female,42,22.43,Month-to-Month,DSL,Yes,Credit Card,No
61,Male,40,85.03,One Year,Fiber Optic,No,Mailed Check,No
41,Female,71,89.82,Month-to-Month,DSL,No,Electronic Check,Yes
18,Female,46,34.49,Month-to-Month,No,No,Electronic Check,Yes
26,Male,51,55.69,Month-to-Month,DSL,No,Credit Card,No
68,Female,71,34.59,Two Year,No,No,Credit Card,No
62,Female,8,23.6,Month-to-Month,DSL,Yes,Mailed Check,No
48,Male,55,101.24,One Year,DSL,No,Credit Card,No
20,Female,16,35.3,Two Year,Fiber Optic,Yes,Bank Transfer,Yes
61,Female,15,42.58,One Year,DSL,No,Electronic Check,Yes
52,Male,37,13.64,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
51,Male,37,18.87,Month-to-Month,DSL,Yes,Electronic Check,No
22,Female,22,44.88,Two Year,Fiber Optic,Yes,Mailed Check,Yes
36,Female,1,65.89,One Year,Fiber Optic,No,Credit Card,Yes
48,Male,5,57.83,Month-to-Month,Fiber Optic,No,Credit Card,Yes
43,Male,55,87.14,One Year,Fiber Optic,No,Bank Transfer,Yes
21,Female,61,78.32,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
42,Female,35,86.13,One Year,DSL,Yes,Electronic Check,No
69,Female,29,22.56,One Year,DSL,No,Electronic Check,No
35,Female,26,67.97,Month-to-Month,DSL,No,Mailed Check,Yes
54,Female,42,36.02,One Year,DSL,No,Electronic Check,No
43,Female,39,27.42,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
58,Female,57,87.69,Month-to-Month,DSL,No,Credit Card,No
44,Male,28,75.56,Month-to-Month,DSL,No,Credit Card,No
72,Male,54,23.4,Month-to-Month,Fiber Optic,No,Credit Card,Yes
69,Female,70,67.28,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
54,Female,8,34.67,Two Year,Fiber Optic,No,Electronic Check,Yes
44,Female,11,108.87,One Year,Fiber Optic,No,Electronic Check,No
53,Female,15,41.99,Month-to-Month,No,No,Electronic Check,Yes
48,Male,17,38.98,One Year,Fiber Optic,No,Credit Card,No
69,Male,32,75.13,One Year,Fiber Optic,No,Mailed Check,No
60,Male,1,66.79,Month-to-Month,DSL,No,Bank Transfer,Yes
33,Male,29,89.31,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
32,Male,28,94.31,One Year,Fiber Optic,No,Electronic Check,Yes
21,Female,12,63.47,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
55,Male,29,39.2,One Year,DSL,Yes,Electronic Check,No
23,Female,12,115.52,Month-to-Month,DSL,Yes,Bank Transfer,Yes
44,Female,10,111.47,Two Year,Fiber Optic,Yes,Electronic Check,Yes
47,Male,37,117.53,One Year,DSL,No,Bank Transfer,No
41,Female,24,97.67,Month-to-Month,Fiber Optic,Yes,Mailed Check,No
67,Male,9,14.62,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
45,Female,48,57.09,One Year,DSL,Yes,Credit Card,No
33,Female,10,43.5,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
61,Female,41,48.33,One Year,DSL,No,Credit Card,No
53,Female,30,107.81,One Year,DSL,No,Electronic Check,No
37,Male,30,56.65,Two Year,Fiber Optic,No,Mailed Check,Yes
21,Female,66,41.32,Month-to-Month,DSL,No,Credit Card,Yes
26,Male,53,96.0,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
68,Female,17,19.06,Month-to-Month,No,No,Mailed Check,No
52,Female,64,65.03,Month-to-Month,DSL,No,Bank Transfer,No
32,Female,48,32.09,Month-to-Month,DSL,Yes,Mailed Check,No
48,Female,26,79.04,Month-to-Month,No,No,Electronic Check,Yes
74,Male,62,23.6,One Year,No,No,Bank Transfer,No
25,Female,55,104.19,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
42,Female,12,40.16,Month-to-Month,No,No,Mailed Check,No
43,Female,9,42.44,One Year,Fiber Optic,Yes,Bank Transfer,No
73,Male,65,95.89,Month-to-Month,DSL,Yes,Electronic Check,No
65,Female,34,63.89,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
58,Female,26,13.9,Two Year,Fiber Optic,No,Mailed Check,No
46,Female,9,49.01,Month-to-Month,Fiber Optic,Yes,Electronic Check,No
28,Female,67,55.6,Two Year,DSL,No,Mailed Check,No
73,Female,8,14.44,Month-to-Month,DSL,Yes,Mailed Check,No
68,Female,59,93.76,Month-to-Month,DSL,No,Credit Card,Yes
33,Female,70,10.07,One Year,DSL,No,Mailed Check,No
19,Male,37,86.53,One Year,Fiber Optic,Yes,Bank Transfer,No
73,Female,54,31.35,Month-to-Month,DSL,No,Bank Transfer,Yes
42,Male,53,26.86,One Year,Fiber Optic,No,Electronic Check,Yes
51,Male,28,54.64,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
53,Male,59,62.0,Two Year,DSL,No,Credit Card,Yes
24,Female,46,102.67,One Year,DSL,Yes,Electronic Check,No
66,Male,25,43.99,One Year,Fiber Optic,No,Credit Card,No
40,Male,15,80.14,Month-to-Month,DSL,No,Bank Transfer,Yes
31,Male,40,49.53,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
52,Male,60,15.69,Month-to-Month,No,No,Credit Card,Yes
64,Female,8,41.23,Month-to-Month,Fiber Optic,Yes,Mailed Check,No
37,Female,56,42.34,One Year,Fiber Optic,No,Bank Transfer,No
36,Female,17,107.02,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
62,Female,67,62.82,One Year,Fiber Optic,No,Mailed Check,No
29,Female,8,99.81,Month-to-Month,Fiber Optic,No,Credit Card,Yes
50,Female,37,58.19,Month-to-Month,DSL,No,Mailed Check,Yes
38,Male,65,34.76,Month-to-Month,No,Yes,Mailed Check,No
29,Male,37,41.55,Month-to-Month,DSL,No,Electronic Check,No
70,Female,2,57.25,One Year,DSL,No,Bank Transfer,No
58,Male,11,17.62,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
19,Male,23,46.51,Month-to-Month,No,No,Credit Card,Yes
